generation,strategy,count,share
130,ALLC,0,0.000000
130,ALLD,0,0.000000
130,CTFT,17,0.085000
130,GRIM,0,0.000000
130,PAVLOV,0,0.000000
130,PROBER,179,0.895000
130,TFT,4,0.020000
131,ALLC,0,0.000000
131,ALLD,0,0.000000
131,CTFT,17,0.085000
131,GRIM,0,0.000000
131,PAVLOV,0,0.000000
131,PROBER,179,0.895000
131,TFT,4,0.020000
132,ALLC,0,0.000000
132,ALLD,0,0.000000
132,CTFT,17,0.085000
132,GRIM,0,0.000000
132,PAVLOV,0,0.000000
132,PROBER,179,0.895000
132,TFT,4,0.020000
133,ALLC,0,0.000000
133,ALLD,0,0.000000
133,CTFT,17,0.085000
133,GRIM,0,0.000000
133,PAVLOV,0,0.000000
133,PROBER,179,0.895000
133,TFT,4,0.020000
134,ALLC,0,0.000000
134,ALLD,0,0.000000
134,CTFT,17,0.085000
134,GRIM,0,0.000000
134,PAVLOV,0,0.000000
134,PROBER,179,0.895000
134,TFT,4,0.020000
135,ALLC,0,0.000000
135,ALLD,0,0.000000
135,CTFT,17,0.085000
135,GRIM,0,0.000000
135,PAVLOV,0,0.000000
135,PROBER,179,0.895000
135,TFT,4,0.020000
136,ALLC,0,0.000000
136,ALLD,0,0.000000
136,CTFT,17,0.085000
136,GRIM,0,0.000000
136,PAVLOV,0,0.000000
136,PROBER,179,0.895000
136,TFT,4,0.020000
137,ALLC,0,0.000000
137,ALLD,0,0.000000
137,CTFT,17,0.085000
137,GRIM,0,0.000000
137,PAVLOV,0,0.000000
137,PROBER,179,0.895000
137,TFT,4,0.020000
138,ALLC,0,0.000000
138,ALLD,0,0.000000
138,CTFT,17,0.085000
138,GRIM,0,0.000000
138,PAVLOV,0,0.000000
138,PROBER,179,0.895000
138,TFT,4,0.020000
139,ALLC,0,0.000000
139,ALLD,0,0.000000
139,CTFT,17,0.085000
139,GRIM,0,0.000000
139,PAVLOV,0,0.000000
139,PROBER,179,0.895000
139,TFT,4,0.020000
140,ALLC,0,0.000000
140,ALLD,0,0.000000
140,CTFT,17,0.085000
140,GRIM,0,0.000000
140,PAVLOV,0,0.000000
